@relation tweet

@attribute 1st_person numeric
@attribute 2nd_person numeric
@attribute 3rd_person numeric
@attribute coord_conjunction numeric
@attribute past_tense_verb numeric
@attribute future_tense_verb numeric
@attribute commas numeric
@attribute colons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute modern_slang numeric
@attribute upper_case_words numeric
@attribute avg_length_sentences numeric
@attribute avg_length_token numeric
@attribute num_sentences numeric
@attribute class {0,4}

@data
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 0, 0, 0, 0, 0, 21.0, 3.84210526316, 1, 0
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 12.0, 4.90909090909, 1, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 10.0, 4.3, 1, 0
1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 8, 0, 3, 0, 0, 0, 20.0, 4.1, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 8.0, 5.07142857143, 2, 0
0, 2, 1, 0, 2, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 2, 0, 11.0, 4.5, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 15.0, 4.92857142857, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 5.0, 3.25, 1, 0
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 0, 0, 0, 0, 12.0, 4.0, 1, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0, 3.0, 1, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 18.0, 3.4375, 1, 0
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 4, 0, 5, 1, 0, 0, 11.0, 3.83333333333, 2, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 9.0, 3.75, 1, 0
0, 0, 0, 4, 2, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 10.0, 3.81481481481, 3, 0
0, 0, 2, 1, 3, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 21.0, 4.3, 1, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 0, 0, 10.0, 4.4, 1, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 10.0, 3.7, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 1, 0, 0, 2, 5.0, 3.5, 2, 0
0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 1, 3, 2, 0, 0, 0, 5.66666666667, 5.5, 3, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5.0, 2.0, 1, 0
0, 1, 0, 0, 0, 4, 4, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 5.5, 3.75, 4, 0
1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 1, 1, 0, 1, 7.5, 3.5, 2, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 6.5, 4.27272727273, 2, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 10.0, 5.77777777778, 1, 0
0, 0, 1, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 12.0, 4.4, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 0, 7.0, 3.33333333333, 1, 0
1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 10.0, 3.375, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 0, 0, 9.5, 3.76470588235, 2, 0
4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 3, 1, 1, 0, 23.0, 4.63636363636, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 0, 0, 12.0, 4.25, 1, 0
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 7.0, 3.0, 1, 0
1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 3, 11.0, 4.3, 1, 0
1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 14.0, 3.61538461538, 1, 0
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 11.0, 4.55555555556, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 13.0, 1, 0
2, 0, 1, 1, 0, 3, 2, 0, 0, 0, 0, 5, 0, 2, 0, 0, 0, 28.0, 4.03703703704, 1, 0
1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 6, 0, 1, 0, 0, 0, 11.5, 3.65, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0, 6.0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 4, 0, 0, 0, 15.0, 3.78571428571, 1, 0
1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 20.0, 4.0, 1, 0
1, 3, 0, 0, 3, 0, 2, 0, 0, 0, 0, 4, 1, 4, 1, 1, 0, 33.0, 3.09677419355, 1, 0
2, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 1, 11.0, 4.18181818182, 1, 0
1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 8, 1, 2, 0, 0, 0, 11.5, 4.45, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 2, 4.0, 3.0, 1, 0
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 12.0, 5.18181818182, 1, 0
0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 14, 0, 0, 1, 0, 0, 14.0, 3.72, 2, 0
