@relation tweet

@attribute 1st_person numeric
@attribute 2nd_person numeric
@attribute 3rd_person numeric
@attribute coord_conjunction numeric
@attribute past_tense_verb numeric
@attribute future_tense_verb numeric
@attribute commas numeric
@attribute colons numeric
@attribute dashes numeric
@attribute parentheses numeric
@attribute ellipses numeric
@attribute common_nouns numeric
@attribute proper_nouns numeric
@attribute adverbs numeric
@attribute wh_words numeric
@attribute modern_slang numeric
@attribute upper_case_words numeric
@attribute avg_length_sentences numeric
@attribute avg_length_token numeric
@attribute num_sentences numeric
@attribute class {0,4}

@data
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 1, 0, 5.5, 3.44444444444, 4, 0
0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 1, 0, 0, 0, 16.0, 5.5, 1, 0
4, 0, 0, 3, 2, 2, 0, 0, 0, 0, 0, 2, 0, 6, 0, 0, 3, 28.0, 3.66666666667, 1, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 6.0, 4.0, 1, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 14.0, 3.76923076923, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 6.0, 5.0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 5.0, 4.66666666667, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0, 0, 0, 4.5, 6.71428571429, 2, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 6.0, 5.33333333333, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2.0, 3.0, 1, 0
1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 1, 0, 1, 0, 13.0, 4.66666666667, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 0, 0, 7.0, 3.71428571429, 1, 0
0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 11.0, 5.88888888889, 1, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 1, 0, 1, 0, 0, 3.66666666667, 4.42857142857, 3, 0
3, 0, 0, 0, 2, 0, 4, 0, 0, 2, 0, 6, 0, 3, 0, 0, 2, 12.0, 3.5, 2, 0
1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 1, 1, 0, 7.0, 3.66666666667, 2, 0
2, 0, 0, 1, 1, 3, 2, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 18.0, 3.76470588235, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 9.0, 3.875, 1, 0
4, 0, 3, 2, 0, 0, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 27.0, 3.44, 1, 0
1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 5, 0, 2, 0, 0, 0, 9.0, 4.125, 2, 0
2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 15.0, 4.46153846154, 1, 0
2, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 6, 3, 0, 0, 0, 2, 29.0, 3.4, 1, 0
0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 4.2, 4.25, 5, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 4.0, 5.75, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 6.0, 4.2, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 1, 2, 0, 1, 3.8, 3.76923076923, 5, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 5.0, 7.0, 1, 0
1, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 10.0, 3.125, 1, 0
0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 3, 0, 7.5, 3.61538461538, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0, 1, 0, 0, 0, 5.5, 5.55555555556, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 8, 1, 3, 0, 0, 15, 17.0, 4.4, 1, 0
2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 4, 0, 3, 0, 1, 0, 12.0, 4.0, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 5.0, 3.75, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 0, 3, 5.5, 4.71428571429, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4.0, 3.5, 1, 0
0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.0, 3.14285714286, 1, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 5, 1, 0, 1, 0, 0, 6.75, 3.91304347826, 4, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 4.0, 2.66666666667, 1, 0
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 9.0, 4.625, 1, 0
2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 0, 0, 0, 11.0, 4.0, 1, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 7.0, 3.57142857143, 1, 0
